0	lnc-ABCD2-1:1
1	lnc-ABHD3-1:2
2	lnc-ABRA-1:1
3	lnc-ABT1-3:10
4	lnc-AC006035.2-2:1
5	lnc-AC007952.1.1-1:1
6	lnc-AC007952.2-2:1
7	lnc-AC007952.2.1-1:1
8	lnc-AC009336.1-2:1
9	lnc-AC009336.1-5:1
10	lnc-AC010536.1-1:1
11	lnc-AC012652.1.1-1:2
12	lnc-AC068473.1-2:4
13	lnc-AC069257.9.1-3:2
14	lnc-AC073263.1-1:1
15	lnc-AC073343.1-2:1
16	lnc-AC106017.1.1-2:1
17	lnc-AC108463.1-3:7
18	lnc-AC108938.5.1-2:2
19	lnc-AC135048.13.1-1:1
20	lnc-ACACA-1:5
21	lnc-ACAP3-1:1
22	lnc-ACBD6-1:1
23	lnc-ACER2-1:1
24	lnc-ACOT1-2:1
25	lnc-ACOT12-1:2
26	lnc-ADAM8-1:2
27	lnc-ADARB1-3:15
28	lnc-ADARB1-3:5
29	lnc-ADD1-1:4
30	lnc-ADSS-1:1
31	lnc-AEBP1-1:1
32	lnc-AEBP2-3:1
33	lnc-AF131216.6.1-1:1
34	lnc-AGAP2-1:1
35	lnc-AGAP5-1:4
36	lnc-AGAP5-1:5
37	lnc-AGER-1:1
38	lnc-AGRN-1:1
39	lnc-AGRP-5:1
40	lnc-AHCY-1:1
41	lnc-AK1-1:1
42	lnc-AL358813.2-2:3
43	lnc-AL669831.1-5:1
44	lnc-AL669831.1-5:5
45	lnc-ALX1-1:1
46	lnc-ALX4-3:1
47	lnc-ALYREF-1:1
48	lnc-ANG-1:1
49	lnc-ANGEL1-1:3
50	lnc-ANGPT2-2:2
51	lnc-ANKMY1-2:1
52	lnc-ANKRD12-1:1
53	lnc-ANKRD36C-1:1
54	lnc-AP000769.1-2:1
55	lnc-AP000783.1.1-1:1
56	lnc-AP3B1-2:1
57	lnc-AP3S1-4:3
58	lnc-APC-6:2
59	lnc-APOA1-1:1
60	lnc-ARC-1:2
61	lnc-ARHGAP44-1:1
62	lnc-ARHGAP6-1:2
63	lnc-ARID3B-3:3
64	lnc-ARIH1-1:1
65	lnc-ASAH2B-2:1
66	lnc-ASH1L-1:3
67	lnc-ATG16L2-6:1
68	lnc-ATG2B-2:1
69	lnc-ATL3-1:3
70	lnc-ATMIN-1:1
71	lnc-ATP4A-1:1
72	lnc-ATP6V1G3-3:3
73	lnc-ATXN3-1:1
74	lnc-B4GALNT3-2:3
75	lnc-BAG2-2:4
76	lnc-BCKDK-1:1
77	lnc-BCL7C-2:1
78	lnc-BEND5-1:1
79	lnc-BET1L-1:1
80	lnc-BHMT2-1:1
81	lnc-BLCAP-1:3
82	lnc-BTBD10-3:6
83	lnc-BTN1A1-2:1
84	lnc-BZRAP1-1:1
85	lnc-BZW1-1:1
86	lnc-C10orf12-1:1
87	lnc-C10orf122-1:2
88	lnc-C10orf31-2:1
89	lnc-C11orf10-1:1
90	lnc-C11orf35-1:1
91	lnc-C11orf54-1:1
92	lnc-C11orf89-2:10
93	lnc-C11orf89-2:12
94	lnc-C11orf89-2:3
95	lnc-C11orf89-2:4
96	lnc-C11orf89-2:5
97	lnc-C11orf89-2:6
98	lnc-C11orf89-2:8
99	lnc-C11orf89-2:9
100	lnc-C14orf49-1:1
101	lnc-C16orf46-1:1
102	lnc-C17orf69-2:1
103	lnc-C17orf72-1:2
104	lnc-C17orf85-1:1
105	lnc-C1orf177-2:5
106	lnc-C1orf186-1:3
107	lnc-C22orf26-2:1
108	lnc-C22orf26-2:12
109	lnc-C22orf26-2:13
110	lnc-C22orf26-2:3
111	lnc-C22orf26-2:4
112	lnc-C22orf26-2:6
113	lnc-C22orf26-2:9
114	lnc-C22orf32-1:3
115	lnc-C2CD2-1:1
116	lnc-C2orf42-3:1
117	lnc-C2orf49-1:1
118	lnc-C3orf37-1:1
119	lnc-C3orf38-1:1
120	lnc-C4orf42-1:2
121	lnc-C4orf42-1:4
122	lnc-C4orf42-1:5
123	lnc-C4orf42-3:1
124	lnc-C5orf17-7:1
125	lnc-C5orf42-2:1
126	lnc-C5orf55-1:1
127	lnc-C6orf123-1:1
128	lnc-C6orf123-1:2
129	lnc-C6orf123-1:3
130	lnc-C6orf123-1:4
131	lnc-C6orf164-1:1
132	lnc-C7orf23-1:1
133	lnc-C7orf69-1:1
134	lnc-C9orf170-1:5
135	lnc-C9orf95-1:1
136	lnc-CALCOCO2-3:1
137	lnc-CBLB-7:1
138	lnc-CCDC28A-1:1
139	lnc-CCNB1IP1-1:1
140	lnc-CCNJ-1:10
141	lnc-CCNYL1-1:1
142	lnc-CCPG1-1:1
143	lnc-CCT7-2:1
144	lnc-CDC42SE1-1:1
145	lnc-CDH1-1:1
146	lnc-CDH18-2:1
147	lnc-CDH3-4:1
148	lnc-CDIPT-2:1
149	lnc-CDK2AP1-1:2
150	lnc-CDK5RAP3-1:1
151	lnc-CDRT15-2:1
152	lnc-CDRT15L2-1:1
153	lnc-CDYL2-1:1
154	lnc-CEBPB-5:1
155	lnc-CELA3A-1:2
156	lnc-CELF6-1:1
157	lnc-CEP120-1:1
158	lnc-CETP-1:1
159	lnc-CETP-1:2
160	lnc-CHAC2-4:1
161	lnc-CHIC1-3:3
162	lnc-CHMP4A-1:2
163	lnc-CHMP7-1:3
164	lnc-CHSY1-5:1
165	lnc-CHSY1-5:2
166	lnc-CIAO1-1:1
167	lnc-CKAP2L-1:3
168	lnc-CLEC3A-1:1
169	lnc-CLGN-1:1
170	lnc-CNN3-2:1
171	lnc-CNTRL-1:4
172	lnc-COG7-1:1
173	lnc-COG7-2:1
174	lnc-COL6A3-5:1
175	lnc-COL9A2-1:1
176	lnc-COLEC10-1:1
177	lnc-COQ5-1:1
178	lnc-CORIN-1:1
179	lnc-CORO6-1:1
180	lnc-COX10-3:1
181	lnc-CPT2-3:1
182	lnc-CRABP2-1:2
183	lnc-CROCC-1:3
184	lnc-CTD-2517M22.14.1-1:3
185	lnc-CTD-2517M22.14.1-2:3
186	lnc-CTD-2517M22.14.1-2:4
187	lnc-CTD-2517M22.14.1-2:5
188	lnc-CTD-2517M22.14.1-2:7
189	lnc-CTD-2517M22.14.1-2:8
190	lnc-CTDSP2-2:7
191	lnc-CTSL1-1:1
192	lnc-CTSL2-3:1
193	lnc-CTSZ-3:1
194	lnc-CTTNBP2NL-1:1
195	lnc-CWF19L2-1:1
196	lnc-CXXC11-2:1
197	lnc-CYB5R2-3:1
198	lnc-CYB5R2-3:2
199	lnc-CYB5R2-3:3
200	lnc-DAAM2-3:5
201	lnc-DCTD-4:7
202	lnc-DCUN1D5-1:1
203	lnc-DDOST-1:1
204	lnc-DEGS1-1:1
205	lnc-DGCR6-2:1
206	lnc-DHRS7-2:1
207	lnc-DHRS7-2:2
208	lnc-DHRS7B-5:8
209	lnc-DHX38-5:1
210	lnc-DHX57-2:1
211	lnc-DISP1-1:3
212	lnc-DLK1-4:3
213	lnc-DLX5-2:7
214	lnc-DONSON-1:1
215	lnc-DPM1-1:1
216	lnc-DUOXA1-1:1
217	lnc-DUOXA1-2:1
218	lnc-DUSP1-4:3
219	lnc-DYNLL2-1:1
220	lnc-DYX1C1-CCPG1-2:2
221	lnc-DZIP1-1:1
222	lnc-DZIP1-1:2
223	lnc-DZIP1-1:3
224	lnc-EDC4-1:1
225	lnc-EFCAB8-1:1
226	lnc-EFNA1-1:1
227	lnc-EFR3B-1:1
228	lnc-EIF2AK3-4:1
229	lnc-EIF2AK4-2:5
230	lnc-EIF2AK4-2:8
231	lnc-EIF2C2-1:1
232	lnc-EIF6-1:1
233	lnc-ENPP1-1:1
234	lnc-ERGIC2-2:1
235	lnc-ERN1-1:1
236	lnc-ERP44-2:1
237	lnc-EVX1-13:3
238	lnc-EVX1-5:3
239	lnc-EVX1-5:4
240	lnc-EVX1-5:6
241	lnc-EVX1-7:3
242	lnc-EVX1-8:1
243	lnc-EXOSC6-3:3
244	lnc-EYS-2:1
245	lnc-FAM101B-1:1
246	lnc-FAM127B-1:1
247	lnc-FAM172A-2:3
248	lnc-FAM186B-1:1
249	lnc-FAM20C-3:1
250	lnc-FAM20C-3:3
251	lnc-FAM20C-3:5
252	lnc-FAM20C-3:8
253	lnc-FAM22B-1:1
254	lnc-FAM22B-1:2
255	lnc-FAM22B-1:6
256	lnc-FAM40A-1:1
257	lnc-FAM40A-2:1
258	lnc-FAM45A-1:1
259	lnc-FAM69C-2:2
260	lnc-FAM69C-2:3
261	lnc-FAM69C-2:5
262	lnc-FAM75A4-3:1
263	lnc-FAM82A2-2:3
264	lnc-FAM83B-1:1
265	lnc-FAS-1:1
266	lnc-FBN2-2:7
267	lnc-FKBP5-1:1
268	lnc-FRG2-2:1
269	lnc-FRG2C-1:2
270	lnc-FRMD7-1:1
271	lnc-FXR1-1:1
272	lnc-GALE-1:1
273	lnc-GAPDH-2:1
274	lnc-GAS6-5:1
275	lnc-GATAD1-2:1
276	lnc-GDAP1L1-1:2
277	lnc-GDF7-1:1
278	lnc-GGCT-1:12
279	lnc-GGCT-1:16
280	lnc-GIMAP8-1:2
281	lnc-GINS1-1:1
282	lnc-GJA10-3:5
283	lnc-GJA10-3:6
284	lnc-GLG1-1:1
285	lnc-GMEB2-1:1
286	lnc-GNRH1-2:1
287	lnc-GPBP1L1-1:1
288	lnc-GPC5-1:2
289	lnc-GPER-3:4
290	lnc-GPR6-1:1
291	lnc-GPX5-1:1
292	lnc-GRAP-1:1
293	lnc-GRM7-2:2
294	lnc-GS1-211B7.1.1-1:6
295	lnc-GUCY1A3-1:1
296	lnc-GUSB-6:4
297	lnc-H3F3A-1:1
298	lnc-HADH-1:3
299	lnc-HBE1-1:2
300	lnc-HEATR6-1:8
301	lnc-HIAT1-1:1
302	lnc-HIF1A-1:1
303	lnc-HIST2H2AA3-1:1
304	lnc-HIST4H4-1:1
305	lnc-HLA-DQA2-10:1
306	lnc-HLA-DRB1-3:1
307	lnc-HMBS-1:1
308	lnc-HNRNPU-1:1
309	lnc-HOXB4-1:1
310	lnc-HOXC4-3:1
311	lnc-HSCB-1:3
312	lnc-IDS-1:13
313	lnc-IDS-1:5
314	lnc-IDS-1:6
315	lnc-IDS-1:7
316	lnc-IFLTD1-2:1
317	lnc-IGFBP7-1:2
318	lnc-IGIP-2:1
319	lnc-IGSF21-2:1
320	lnc-IL17B-2:1
321	lnc-IL17RA-2:1
322	lnc-INPP4B-2:2
323	lnc-INTS9-1:4
324	lnc-IRX3-4:9
325	lnc-IST1-1:1
326	lnc-ITGAL-2:3
327	lnc-ITGB8-2:1
328	lnc-JAM2-2:1
329	lnc-JPH1-7:3
330	lnc-KB-1507C5.2.1-3:3
331	lnc-KB-1980E6.3.1-1:2
332	lnc-KCNA3-1:1
333	lnc-KCNAB3-1:1
334	lnc-KCNAB3-1:2
335	lnc-KCTD10-1:1
336	lnc-KIAA0101-1:2
337	lnc-KIAA0825-1:1
338	lnc-KIAA0930-2:1
339	lnc-KIAA1239-3:1
340	lnc-KIAA1598-1:2
341	lnc-KIAA1755-5:8
342	lnc-KIAA1919-3:2
343	lnc-KIF3B-1:1
344	lnc-KLF17-1:5
345	lnc-KLHL11-1:1
346	lnc-KLHL31-1:6
347	lnc-KLHL31-2:5
348	lnc-KLRD1-1:1
349	lnc-KLRF1-1:1
350	lnc-KPNA6-1:1
351	lnc-KRT83-1:1
352	lnc-KRTAP5-5-1:2
353	lnc-KY-2:3
354	lnc-LANCL2-2:1
355	lnc-LCN6-1:4
356	lnc-LHFPL3-1:1
357	lnc-LIAS-2:1
358	lnc-LIMS3-1:2
359	lnc-LINC00273-5:1
360	lnc-LINC00482-1:1
361	lnc-LINGO2-1:1
362	lnc-LMO7-2:1
363	lnc-LPIN2-2:1
364	lnc-LRIF1-1:1
365	lnc-LRIG1-2:1
366	lnc-LRR1-1:1
367	lnc-LRRC3-1:1
368	lnc-LRRC32-4:1
369	lnc-LRRC47-1:2
370	lnc-LRRD1-1:1
371	lnc-LSS-1:2
372	lnc-LUZP1-1:1
373	lnc-LZTR1-1:2
374	lnc-MACC1-1:1
375	lnc-MAEA-1:1
376	lnc-MAGEA8-2:2
377	lnc-MAGEA8-2:3
378	lnc-MAGEA8-2:4
379	lnc-MAGEA8-2:8
380	lnc-MAP1LC3B2-2:1
381	lnc-MAPK15-2:1
382	lnc-MB-2:1
383	lnc-MCTP2-1:1
384	lnc-MDH1B-2:1
385	lnc-MED6-1:2
386	lnc-MEF2C-2:13
387	lnc-MEP1B-1:1
388	lnc-METAP1-3:1
389	lnc-METTL11A-2:1
390	lnc-METTL11A-3:1
391	lnc-METTL14-3:1
392	lnc-MIA3-1:1
393	lnc-MICB-3:4
394	lnc-MIEN1-1:1
395	lnc-MIS18A-1:1
396	lnc-MNAT1-1:1
397	lnc-MRC2-1:2
398	lnc-MRC2-1:3
399	lnc-MRPL14-2:1
400	lnc-MRPL19-4:1
401	lnc-MRPL40-1:1
402	lnc-MRPS25-1:4
403	lnc-MRPS25-1:5
404	lnc-MST1P9-2:4
405	lnc-MTAP-1:4
406	lnc-MTERF-1:1
407	lnc-MTPAP-1:1
408	lnc-MTR-2:1
409	lnc-MTRR-3:1
410	lnc-MTRR-3:2
411	lnc-MUC5B-2:1
412	lnc-MYC-2:16
413	lnc-MYC-2:4
414	lnc-MYC-2:5
415	lnc-MYO10-1:2
416	lnc-MYO1G-1:1
417	lnc-NAA60-1:1
418	lnc-NAP1L2-1:11
419	lnc-NAP1L2-1:12
420	lnc-NARF-1:1
421	lnc-NAV1-2:1
422	lnc-NBPF16-3:4
423	lnc-NDE1-1:1
424	lnc-NECAP2-1:1
425	lnc-NEK3-1:3
426	lnc-NFAT5-2:1
427	lnc-NFATC3-1:1
428	lnc-NFKBIZ-1:2
429	lnc-NINJ2-2:1
430	lnc-NKAIN3-4:1
431	lnc-NKX3-2-1:1
432	lnc-NME4-1:3
433	lnc-NOC2L-1:1
434	lnc-NOC2L-1:2
435	lnc-NOC2L-1:4
436	lnc-NOMO1-1:1
437	lnc-NOMO3-1:1
438	lnc-NOTCH2NL-1:2
439	lnc-NPB-2:4
440	lnc-NPY5R-4:1
441	lnc-NR4A2-2:2
442	lnc-NRBP2-1:1
443	lnc-NRG1-2:2
444	lnc-NRG2-1:5
445	lnc-NRGN-1:1
446	lnc-NRL-1:1
447	lnc-NRL-1:2
448	lnc-NRL-1:3
449	lnc-NRL-1:4
450	lnc-NRL-1:6
451	lnc-NSMCE1-4:1
452	lnc-NSUN3-1:2
453	lnc-NUPL2-1:2
454	lnc-OAZ3-1:2
455	lnc-OGFOD2-1:1
456	lnc-OPHN1-1:1
457	lnc-OSBP2-2:7
458	lnc-OTUB1-1:1
459	lnc-OXR1-1:2
460	lnc-P2RY1-1:1
461	lnc-P2RY10-1:1
462	lnc-PAFAH1B1-2:1
463	lnc-PAH-1:1
464	lnc-PAIP1-1:3
465	lnc-PANK1-2:2
466	lnc-PCBP2-1:1
467	lnc-PCBP4-1:1
468	lnc-PCDH7-4:1
469	lnc-PCF11-1:5
470	lnc-PCID2-3:1
471	lnc-PDK3-1:1
472	lnc-PFKL-1:1
473	lnc-PHGR1-1:1
474	lnc-PIGM-1:1
475	lnc-PLA2G15-1:1
476	lnc-PLA2G4A-1:1
477	lnc-PLA2G6-1:1
478	lnc-PLAC1-1:1
479	lnc-PLCG2-1:1
480	lnc-PLEKHA8-2:1
481	lnc-PLEKHM3-1:1
482	lnc-PLGLB2-1:4
483	lnc-PLK1-1:1
484	lnc-PMM2-2:1
485	lnc-PMM2-5:1
486	lnc-PMM2-6:1
487	lnc-POLD3-1:1
488	lnc-POLR1E-3:1
489	lnc-POTEG-4:11
490	lnc-PPIAL4C-2:1
491	lnc-PRDM13-2:1
492	lnc-PRKAB2-2:1
493	lnc-PRKACB-4:1
494	lnc-PRKD1-2:5
495	lnc-PRPF6-1:2
496	lnc-PSMF1-1:1
497	lnc-PTCH1-1:1
498	lnc-PTCH1-3:5
499	lnc-PTPN3-1:1
500	lnc-PTTG1-1:1
501	lnc-PUS7L-1:1
502	lnc-R3HDM2-1:1
503	lnc-RABGAP1-1:5
504	lnc-RAD23B-9:1
505	lnc-RAD51-1:1
506	lnc-RALA-1:8
507	lnc-RALYL-2:1
508	lnc-RASL11B-3:4
509	lnc-RASSF7-1:1
510	lnc-RBFA-1:1
511	lnc-RBPMS2-1:1
512	lnc-RCL1-1:1
513	lnc-RD3-2:1
514	lnc-REM2-2:1
515	lnc-REM2-2:2
516	lnc-RGMA-2:4
517	lnc-RGS9-1:3
518	lnc-RHBDL1-1:1
519	lnc-RHBDL1-1:2
520	lnc-RHOF-1:11
521	lnc-RHOF-1:8
522	lnc-RIMS3-4:1
523	lnc-RIOK1-2:1
524	lnc-RNF125-1:1
525	lnc-RNF139-1:1
526	lnc-RNF150-2:1
527	lnc-RNF39-4:10
528	lnc-RNF39-4:8
529	lnc-RP1-239B22.1.1-1:1
530	lnc-RP1-241P17.4.1-3:1
531	lnc-RP11-1134I14.8.1-1:1
532	lnc-RP11-293M10.1.1-1:1
533	lnc-RP11-305N23.1.1-1:5
534	lnc-RP11-480I12.4.1-1:3
535	lnc-RP11-480I12.4.1-5:1
536	lnc-RP11-543D5.3.1-2:1
537	lnc-RP11-944C7.1.1-1:1
538	lnc-RP6-24A23.6.1-1:2
539	lnc-RPE-1:1
540	lnc-RPGRIP1L-1:1
541	lnc-RPIA-2:1
542	lnc-RPS25-1:1
543	lnc-RPS25-1:4
544	lnc-RPS25-1:5
545	lnc-RPS25-1:6
546	lnc-RPS25-1:7
547	lnc-RPS25-1:8
548	lnc-RPS7-1:8
549	lnc-RRP1B-3:1
550	lnc-RTN4R-1:1
551	lnc-RWDD4-2:1
552	lnc-S100P-2:2
553	lnc-SAMD11-1:1
554	lnc-SAMD11-1:2
555	lnc-SAMD14-2:1
556	lnc-SAMD14-2:2
557	lnc-SAMD14-2:3
558	lnc-SASS6-1:1
559	lnc-SAT2-1:1
560	lnc-SBDS-4:1
561	lnc-SCD-1:10
562	lnc-SCLT1-3:1
563	lnc-SCN8A-1:1
564	lnc-SCRIB-1:1
565	lnc-SCYL1-1:1
566	lnc-SCYL1-1:2
567	lnc-SCYL1-1:3
568	lnc-SCYL1-1:4
569	lnc-SDCCAG8-3:1
570	lnc-SDIM1-2:1
571	lnc-SEBOX-2:1
572	lnc-SEBOX-2:2
573	lnc-SEC14L1-1:10
574	lnc-SEC23B-1:2
575	lnc-SENP3-1:1
576	lnc-SENP3-1:2
577	lnc-SENP5-2:5
578	lnc-SEPT11-1:1
579	lnc-SERGEF-1:1
580	lnc-SERPINB9-1:2
581	lnc-SERPINC1-1:21
582	lnc-SERPINC1-1:25
583	lnc-SERPINC1-1:26
584	lnc-SERPINC1-1:27
585	lnc-SERPINC1-1:28
586	lnc-SERPINC1-1:29
587	lnc-SERPINC1-1:7
588	lnc-SESN3-2:4
589	lnc-SETD4-3:4
590	lnc-SEZ6L2-1:1
591	lnc-SF3B3-1:1
592	lnc-SFTPD-2:2
593	lnc-SHROOM4-1:2
594	lnc-SIK1-4:9
595	lnc-SIK1-5:2
596	lnc-SLC1A1-4:1
597	lnc-SLC25A30-3:1
598	lnc-SLC30A7-2:1
599	lnc-SLC35A1-1:1
600	lnc-SLC39A11-1:4
601	lnc-SLC39A6-1:1
602	lnc-SLC6A9-4:1
603	lnc-SLC7A6OS-1:1
604	lnc-SLCO5A1-1:1
605	lnc-SLTM-3:1
606	lnc-SLURP1-2:1
607	lnc-SMARCC2-1:1
608	lnc-SMPD2-1:1
609	lnc-SMUG1-7:4
610	lnc-SNAPC5-1:1
611	lnc-SNHG15-1:3
612	lnc-SNRNP25-1:3
613	lnc-SNRPD1-1:1
614	lnc-SNURF-1:11
615	lnc-SNURF-2:1
616	lnc-SNURF-3:1
617	lnc-SNURF-3:16
618	lnc-SNURF-3:18
619	lnc-SNX17-1:1
620	lnc-SOX1-3:3
621	lnc-SOX11-1:1
622	lnc-SPATA21-1:1
623	lnc-SPEM1-1:1
624	lnc-SPG11-1:5
625	lnc-SRCAP-1:1
626	lnc-SRP54-1:1
627	lnc-SRRD-1:1
628	lnc-SRY-3:1
629	lnc-STAC2-1:1
630	lnc-STAT1-2:1
631	lnc-STAT3-1:1
632	lnc-STIM1-1:1
633	lnc-STRBP-1:2
634	lnc-STX6-2:1
635	lnc-STXBP5-1:1
636	lnc-SULT1A4-1:1
637	lnc-SUSD2-1:1
638	lnc-SYNCRIP-2:8
639	lnc-SYNDIG1L-1:1
640	lnc-SYNJ2BP-1:1
641	lnc-TAF12-1:7
642	lnc-TANK-1:3
643	lnc-TBC1D12-1:1
644	lnc-TBC1D28-1:1
645	lnc-TBCK-1:1
646	lnc-TBXAS1-2:1
647	lnc-TCF24-2:7
648	lnc-TCTE3-1:1
649	lnc-TDRD7-1:6
650	lnc-TET1-1:1
651	lnc-TEX261-1:1
652	lnc-TEX261-1:2
653	lnc-TEX261-1:3
654	lnc-TFB1M-1:1
655	lnc-THTPA-1:1
656	lnc-THTPA-2:3
657	lnc-TIFA-1:1
658	lnc-TKT-1:7
659	lnc-TLX1-2:2
660	lnc-TMC2-2:1
661	lnc-TMC7-3:1
662	lnc-TMED5-1:16
663	lnc-TMED5-1:18
664	lnc-TMED5-1:21
665	lnc-TMED5-1:6
666	lnc-TMED5-1:7
667	lnc-TMEM105-3:2
668	lnc-TMEM116-2:13
669	lnc-TMEM184A-1:1
670	lnc-TMEM55A-2:2
671	lnc-TMEM75-3:2
672	lnc-TMEM98-2:3
673	lnc-TMPRSS11E-1:1
674	lnc-TMPRSS11E-1:2
675	lnc-TNFRSF13C-1:1
676	lnc-TOP1MT-1:1
677	lnc-TRAF5-1:3
678	lnc-TRAP1-1:1
679	lnc-TRIM26-2:1
680	lnc-TRIM26-2:3
681	lnc-TRIM26-2:4
682	lnc-TRIM26-2:6
683	lnc-TRIM26-2:8
684	lnc-TRIM26-2:9
685	lnc-TRIM27-10:1
686	lnc-TRIM41-2:7
687	lnc-TRIM44-2:1
688	lnc-TRIM56-1:1
689	lnc-TRIM7-2:1
690	lnc-TRIOBP-1:1
691	lnc-TRMT112-1:1
692	lnc-TRMT2B-1:1
693	lnc-TRPM1-1:3
694	lnc-TRPT1-2:1
695	lnc-TRPV2-1:23
696	lnc-TRPV2-1:27
697	lnc-TRPV2-1:30
698	lnc-TSN-2:2
699	lnc-TSN-2:4
700	lnc-TSN-3:1
701	lnc-TSPEAR-2:2
702	lnc-TSPYL2-1:1
703	lnc-TTC30B-1:1
704	lnc-TTLL11-1:1
705	lnc-TULP4-1:1
706	lnc-U47924.19.1-1:5
707	lnc-U82695.9.1-1:1
708	lnc-UBXN4-1:1
709	lnc-USP34-1:7
710	lnc-USP35-6:1
711	lnc-USP6-1:3
712	lnc-VEZF1-1:5
713	lnc-VPS18-1:4
714	lnc-VRK1-3:1
715	lnc-VTI1A-1:1
716	lnc-VTI1A-1:2
717	lnc-WARS2-2:2
718	lnc-WASH4P-1:1
719	lnc-WDPCP-1:3
720	lnc-WDR5-3:1
721	lnc-WDR74-1:1
722	lnc-WDR74-1:24
723	lnc-WDR77-1:2
724	lnc-WHAMM-2:2
725	lnc-WSB1-1:1
726	lnc-WWP2-2:1
727	lnc-XKR7-1:1
728	lnc-XRCC5-1:2
729	lnc-XRN2-2:6
730	lnc-XXbac-B461K10.4.1-1:1
731	lnc-YBEY-2:1
732	lnc-ZBTB17-1:1
733	lnc-ZBTB17-1:2
734	lnc-ZBTB20-1:1
735	lnc-ZCCHC7-2:1
736	lnc-ZCCHC7-2:2
737	lnc-ZDHHC5-1:4
738	lnc-ZFAT-1:1
739	lnc-ZFHX4-2:3
740	lnc-ZFP37-1:1
741	lnc-ZFP57-7:1
742	lnc-ZFX-1:1
743	lnc-ZMYM6-1:1
744	lnc-ZNF131-1:5
745	lnc-ZNF174-1:1
746	lnc-ZNF174-1:2
747	lnc-ZNF2-1:2
748	lnc-ZNF207-2:1
749	lnc-ZNF23-1:1
750	lnc-ZNF276-1:1
751	lnc-ZNF322-1:1
752	lnc-ZNF33B-1:1
753	lnc-ZNF37A-2:1
754	lnc-ZNF449-3:1
755	lnc-ZNF487P-1:2
756	lnc-ZNF512-1:1
757	lnc-ZNF595-1:5
758	lnc-ZNF639-1:1
759	lnc-ZNF643-1:1
760	lnc-ZNF655-1:2
761	lnc-ZNF678-1:1
762	lnc-ZNF706-1:1
763	lnc-ZNF720-2:1
764	lnc-ZNF8-4:1
765	lnc-ZNF843-2:1
766	lnc-ZNF862-1:17
767	lnc-ZNHIT1-1:1
768	lnc-ZP4-1:1
769	lnc-ZSCAN10-4:1
